302:	16326925
303:	16339850
304:	17363254
305:	17363254
306:	18723577
308:	17363254
309:	14675533
310:	14675533
311:	14675533
312:	14675533
313:	17307926
314:	18003916
315:	18003916
316:	11408654
317:	11408654
318:	17307926
319:	17626058
320:	17626058
321:	17626058
322:	17626058
323:	17626058
324:	17626058
325:	17410378
326:	15539473
327:	16804053
329:	18839316
330:	20971704
331:	12215519
333:	17655650
334:	17655650
335:	18390806
336:	9367981
337:	20110319
338:	15753038
339:	20110319
340:	16514016
341:	18643975
342:	17881564
343:	12526807
344:	16326925
345:	15486104
346:	7704045
347:	15486104
348:	15486104
349:	15486104
350:	15486104
351:	15486104
352:	15486104
353:	15486104
354:	15486104
355:	15486104
356:	15486104
357:	15486104
358:	15486104
359:	15486104
360:	15486104
361:	15486104
362:	15486104
363:	15486104
364:	15486104
365:	15486104
366:	7704045
367:	15486104
368:	17693533
369:	18839316
370:	18839316
371:	17559518
372:	17971042
373:	21791601
374:	17971042
375:	9582125
376:	9582125
377:	9582125
379:	17031512
381:	17662035
382:	17360591
383:	17259263
384:	17259263
385:	19832943
386:	19832943
387:	19484493
388:	16434475
389:	17329565
390:	17329565
391:	17329565
393:	16854978
394:	16845477
395:	16845477
396:	16636050
397:	16636050
398:	15258265
400:	18247047
402:	17557805
403:	17557807
404:	17557805
405:	17557807
406:	16243904
407:	18156217
408:	16243904
409:	16243904
410:	21074051
411:	17216483
413:	17586653
414:	17672843
415:	9550721
416:	17194763
417:	17194763
418:	17194763
419:	17194763
420:	17259265
422:	16384909
423:	20215588
424:	17277896
425:	17277896
426:	17277896
427:	17277896
428:	17277896
429:	18403411
430:	12172022
431:	12172022
433:	18948541
434:	18660433
435:	17220200
436:	17220200
438:	18467465
439:	18467465
440:	17259262
441:	17259262
442:	17513503
443:	14660546
444:	17513503
445:	14660546
446:	14660546
447:	14660546
448:	14660546
449:	17158604
451:	17513503
452:	17600715
453:	17600715
454:	15908600
455:	16514016
456:	16460509
457:	16460509
458:	16460509
459:	21800258
460:	21800258
461:	21800258
462:	21800258
463:	16384909
464:	17363254
465:	18723577
468:	16682350
469:	19304937
470:	19304937
471:	19304937
472:	16682350
473:	19969521
474:	9165126
475:	15454085
476:	15454085
477:	17960244
478:	20122158
479:	21471118
480:	21471118
481:	17369372
482:	16525894
483:	16367964
484:	21494323
485:	21494323
486:	17062755
487:	19074290
488:	17062755
489:	17363254
490:	17363254
491:	17062755
492:	19392710
494:	14500984
495:	14500984
496:	16399800
497:	19168677
498:	17031512
499:	15894620
500:	15894620
501:	15894620
502:	17557807
504:	17557807
506:	21791601
507:	16015335
509:	17257168
510:	17257168
511:	14526079
512:	18281505
513:	17435085
519:	16636050
520:	16636050
521:	16636050
522:	16227452
523:	16227452
524:	19563437
525:	18753286
526:	18753286
527:	18753286
528:	16045474
529:	16045474
530:	16045474
531:	18948541
532:	18948541
533:	15923324
534:	15923324
535:	16698945
536:	15604708
537:	9436980
538:	17194763
539:	17194763
540:	17194763
541:	17194763
542:	17062755
543:	19074290
544:	17062755
545:	17363254
546:	17363254
547:	17062755
548:	18653891
549:	18923018
550:	20215588
551:	17257168
552:	17257168
553:	17257168
554:	17194763
555:	18725356
556:	18725356
557:	18725356
558:	18725356
559:	18725356
560:	18725356
561:	17435085
562:	19216774
563:	12417304
564:	20197506
566:	16679457
567:	11862947
568:	17213228
569:	15743450
571:	18643975
572:	9165747
573:	18798873
574:	18394997
575:	18394997
576:	18394997
577:	18394997
578:	16415212
579:	17031512
580:	19705149
581:	17600715
582:	17600715
583:	19168677
584:	19168677
585:	18718934
586:	18718934
587:	18718934
589:	19135895
590:	15073153
591:	15073153
592:	17971041
593:	12690200
594:	12690200
595:	17081979
596:	16442857
597:	17316176
598:	16113228
600:	18723577
601:	16463096
602:	16517762
603:	16517762
604:	16517762
605:	16517762
606:	16517762
607:	17583510
609:	16176989
610:	16176989
611:	14522871
612:	16407439
613:	16407439
614:	18559960
615:	15863698
616:	17931347
618:	17360695
620:	16763149
621:	18408158
622:	17878303
623:	17878302
624:	18753286
625:	18753286
626:	18753286
627:	16236150
628:	17227548
629:	17227548
631:	16766694
633:	17785527
634:	17785527
635:	18363780
636:	17533512
639:	20647342
640:	16942608
641:	16942608
642:	8431946
643:	18363780
644:	8431946
645:	8431946
646:	8431946
647:	8431946
648:	15272001
649:	15272001
650:	15978034
651:	21800258
652:	21800258
653:	21800258
654:	21800258
655:	17012601
656:	17012601
657:	20230485
658:	19304937
659:	19304937
660:	19304937
661:	18643975
662:	16815950
663:	17960244
664:	17960244
665:	9367981
666:	9367981
667:	18065688
668:	9367981
669:	9367981
670:	9367981
671:	9367981
673:	17158604
674:	17485080
675:	17513503
676:	17485080
677:	17513503
679:	17586653
680:	19506555
681:	18643975
682:	8643469
683:	17630277
684:	17062755
685:	19074290
686:	17062755
687:	17363254
688:	17363254
689:	17062755
690:	17662035
691:	18808455
692:	17458634
693:	18178669
694:	17458634
695:	18178669
696:	19060218
697:	19060218
698:	17458634
699:	15659631
700:	15659631
701:	15659631
702:	15659631
703:	15659631
704:	15659631
705:	15659631
706:	15659631
707:	15659631
708:	15659631
709:	15659631
710:	15659631
711:	15659631
712:	15659631
713:	16461383
714:	16461383
715:	9342863
716:	9342863
717:	9342863
718:	9342863
719:	9342863
720:	9342863
721:	15659631
722:	17257168
724:	17257168
725:	15208393
726:	15894620
727:	15894620
728:	15894620
730:	19234066
731:	16463096
732:	14675533
733:	14675533
734:	14675533
735:	14675533
736:	17307926
738:	17376158
739:	17194763
740:	17194763
741:	17194763
742:	17194763
743:	17319849
744:	16183846
745:	15155880
746:	16357038
747:	16357038
748:	16357038
749:	16357038
750:	11479382
751:	11479382
752:	15155880
755:	15166290
758:	16361392
759:	16361392
760:	16361392
767:	20110319
768:	17257168
769:	17257168
770:	17257168
771:	18768907
772:	9210330
773:	16359384
775:	18178669
776:	19060218
777:	19060218
778:	18326829
779:	18326829
780:	7770517
781:	7770517
782:	7770517
783:	7770517
784:	18494853
785:	15908599
786:	15908599
787:	17672841
788:	17672841
789:	10911994
790:	10911994
791:	8819871
793:	18039663
794:	19168677
795:	19168677
796:	18356490
797:	18356490
798:	18356490
799:	18356490
800:	10817761
801:	18403411
802:	19392692
803:	18614708
804:	17257168
805:	17257168
806:	17257168
807:	15863435
808:	14675453
809:	14675453
810:	14675453
811:	14675453
812:	17873088
813:	17873088
814:	16415212
817:	17540573
818:	20609115
819:	17237350
820:	17322407
821:	17237350
822:	17237350
823:	17237350
824:	17237350
825:	17237350
826:	17237350
827:	17237350
828:	17237350
829:	17237350
830:	17237350
831:	17237350
832:	17322407
834:	10887093
835:	21599977
836:	19168677
837:	19168677
838:	19392710
839:	17600715
840:	17600715
841:	11063705
842:	20405311
843:	17496122
844:	15894620
845:	15894620
846:	15894620
847:	15894620
848:	15894620
849:	7743935
850:	7743935
851:	15849274
852:	16176989
853:	15937229
854:	18281505
855:	19915089
856:	19915089
858:	16567499
859:	17878303
860:	17878302
861:	7743935
862:	7743935
863:	17540573
864:	15863435
865:	16227434
866:	11063705
867:	11063705
868:	15860005
870:	18281505
872:	7743935
873:	7743935
874:	15863435
875:	15863435
876:	15863435
877:	15863435
878:	15863435
879:	15863435
880:	7743935
881:	16443695
882:	16443695
883:	16443695
884:	16443695
885:	17651372
886:	16258013
887:	9210330
